ZIP,YEAR,SEX,Group - 10 Year,POPULATION
92259,2014,Female,20 to 29,0
91914,2014,Female,20 to 29,1098
92065,2014,Female,20 to 29,2634
92026,2014,Female,20 to 29,3958
91977,2014,Female,20 to 29,4551
92028,2014,Female,20 to 29,3746
92024,2014,Female,20 to 29,3251
92025,2014,Female,20 to 29,3682
92130,2014,Female,20 to 29,2584
92114,2014,Female,20 to 29,4791
92110,2014,Female,20 to 29,2812
91942,2014,Female,20 to 29,3636
91905,2014,Female,20 to 29,130
92126,2014,Female,20 to 29,5790
92004,2014,Female,20 to 29,389
92059,2014,Female,20 to 29,110
92102,2014,Female,20 to 29,3586
92027,2014,Female,20 to 29,4149
92128,2014,Female,20 to 29,2991
91932,2014,Female,20 to 29,2353
92021,2014,Female,20 to 29,5061
92060,2014,Female,20 to 29,72
92075,2014,Female,20 to 29,697
92083,2014,Female,20 to 29,3004
92019,2014,Female,20 to 29,3203
91941,2014,Female,20 to 29,2560
92093,2014,Female,20 to 29,1629
92010,2014,Female,20 to 29,1018
92086,2014,Female,20 to 29,97
91910,2014,Female,20 to 29,6022
92113,2014,Female,20 to 29,4167
92155,2014,Female,20 to 29,26
92082,2014,Female,20 to 29,1211
92008,2014,Female,20 to 29,2199
92145,2014,Female,20 to 29,31
91962,2014,Female,20 to 29,96
92057,2014,Female,20 to 29,4424
92107,2014,Female,20 to 29,2398
92161,2014,Female,20 to 29,0
92029,2014,Female,20 to 29,1306
92108,2014,Female,20 to 29,2734
92011,2014,Female,20 to 29,1300
92154,2014,Female,20 to 29,5965
92064,2014,Female,20 to 29,3141
92111,2014,Female,20 to 29,3761
92070,2014,Female,20 to 29,44
92091,2014,Female,20 to 29,71
92058,2014,Female,20 to 29,2061
92009,2014,Female,20 to 29,2286
92140,2014,Female,20 to 29,50
92672,2014,Female,20 to 29,525
91935,2014,Female,20 to 29,588
92173,2014,Female,20 to 29,2366
92036,2014,Female,20 to 29,215
91906,2014,Female,20 to 29,249
92105,2014,Female,20 to 29,5836
92106,2014,Female,20 to 29,2091
92078,2014,Female,20 to 29,3297
92071,2014,Female,20 to 29,4337
92119,2014,Female,20 to 29,1623
92123,2014,Female,20 to 29,2374
91911,2014,Female,20 to 29,6601
92069,2014,Female,20 to 29,3745
92104,2014,Female,20 to 29,3812
92536,2014,Female,20 to 29,37
92067,2014,Female,20 to 29,508
91950,2014,Female,20 to 29,4450
92040,2014,Female,20 to 29,3133
92121,2014,Female,20 to 29,533
91901,2014,Female,20 to 29,1094
92118,2014,Female,20 to 29,1274
92007,2014,Female,20 to 29,620
91913,2014,Female,20 to 29,3637
92134,2014,Female,30 to 39,6
91950,2014,Female,30 to 39,3510
92093,2014,Female,30 to 39,43
91945,2014,Female,30 to 39,1777
92019,2014,Female,30 to 39,2544
92082,2014,Female,30 to 39,867
92119,2014,Female,30 to 39,1392
91913,2014,Female,30 to 39,3710
92009,2014,Female,30 to 39,2577
92003,2014,Female,30 to 39,242
92110,2014,Female,30 to 39,2322
91902,2014,Female,30 to 39,1022
92071,2014,Female,30 to 39,3716
92059,2014,Female,30 to 39,84
92122,2014,Female,30 to 39,4236
92066,2014,Female,30 to 39,15
91941,2014,Female,30 to 39,2163
92128,2014,Female,30 to 39,3466
92026,2014,Female,30 to 39,3406
92054,2014,Female,30 to 39,3039
92103,2014,Female,30 to 39,3943
92115,2014,Female,30 to 39,4228
92116,2014,Female,30 to 39,3899
92083,2014,Female,30 to 39,2544
92056,2014,Female,30 to 39,3228
92102,2014,Female,30 to 39,3692
91914,2014,Female,30 to 39,1056
92139,2014,Female,30 to 39,2334
92020,2014,Female,30 to 39,3933
92121,2014,Female,30 to 39,346
91915,2014,Female,30 to 39,2355
92021,2014,Female,30 to 39,4237
91911,2014,Female,30 to 39,5534
92078,2014,Female,30 to 39,3144
92155,2014,Female,30 to 39,6
91962,2014,Female,30 to 39,76
92067,2014,Female,30 to 39,369
91910,2014,Female,30 to 39,5188
92029,2014,Female,30 to 39,1084
92124,2014,Female,30 to 39,2658
92536,2014,Female,30 to 39,21
92091,2014,Female,30 to 39,88
92127,2014,Female,30 to 39,3306
92145,2014,Female,30 to 39,3
91906,2014,Female,30 to 39,193
92140,2014,Female,30 to 39,5
92010,2014,Female,30 to 39,1013
92036,2014,Female,30 to 39,191
91978,2014,Female,30 to 39,512
92040,2014,Female,30 to 39,2472
92135,2014,Female,30 to 39,96
91977,2014,Female,30 to 39,3788
91901,2014,Female,30 to 39,810
92060,2014,Female,30 to 39,44
91935,2014,Female,30 to 39,377
92037,2014,Female,30 to 39,2986
91942,2014,Female,30 to 39,3086
91916,2014,Female,30 to 39,85
92113,2014,Female,30 to 39,3566
92096,2014,Female,30 to 39,0
92027,2014,Female,30 to 39,3416
92008,2014,Female,30 to 39,1992
91980,2014,Female,30 to 39,19
92126,2014,Female,30 to 39,5633
92086,2014,Female,30 to 39,86
92007,2014,Female,30 to 39,913
92182,2014,Female,30 to 39,4
92106,2014,Female,30 to 39,1415
92111,2014,Female,30 to 39,3636
92161,2014,Female,30 to 39,0
91948,2014,Female,30 to 39,21
92259,2014,Female,30 to 39,0
92081,2014,Female,30 to 39,1941
92672,2014,Female,30 to 39,390
92104,2014,Female,30 to 39,5438
92130,2014,Female,30 to 39,3403
92061,2014,Female,30 to 39,156
92011,2014,Female,30 to 39,1344
92173,2014,Female,30 to 39,1900
92120,2014,Female,30 to 39,1705
91905,2014,Female,30 to 39,99
92114,2014,Female,30 to 39,3735
92028,2014,Female,30 to 39,2578
92057,2014,Female,30 to 39,3587
92101,2014,Female,30 to 39,4581
92129,2014,Female,30 to 39,3146
92069,2014,Female,30 to 39,3039
92070,2014,Female,30 to 39,33
92131,2014,Female,30 to 39,2189
92117,2014,Female,30 to 39,3884
92055,2014,Female,30 to 39,1907
91931,2014,Female,30 to 39,18
91934,2014,Female,30 to 39,47
92025,2014,Female,30 to 39,3395
92065,2014,Female,30 to 39,1901
92024,2014,Female,30 to 39,3510
92109,2014,Female,30 to 39,5539
92084,2014,Female,30 to 39,3026
92136,2014,Female,30 to 39,170
92107,2014,Female,30 to 39,3086
92108,2014,Female,30 to 39,2623
92004,2014,Female,30 to 39,210
91963,2014,Female,30 to 39,57
92064,2014,Female,30 to 39,2358
92014,2014,Female,30 to 39,776
92123,2014,Female,30 to 39,2517
92118,2014,Female,30 to 39,975
91917,2014,Female,30 to 39,33
91932,2014,Female,30 to 39,2005
92058,2014,Female,30 to 39,1584
92154,2014,Female,30 to 39,4945
92075,2014,Female,30 to 39,903
92105,2014,Female,30 to 39,5193
91962,2014,Female,40 to 49,104
92029,2014,Female,40 to 49,1144
92059,2014,Female,40 to 49,117
91905,2014,Female,40 to 49,118
92004,2014,Female,40 to 49,203
92155,2014,Female,40 to 49,3
91910,2014,Female,40 to 49,5559
92040,2014,Female,40 to 49,2786
92139,2014,Female,40 to 49,2242
92117,2014,Female,40 to 49,3294
92130,2014,Female,40 to 49,5428
92093,2014,Female,40 to 49,13
92061,2014,Female,40 to 49,178
92135,2014,Female,40 to 49,27
91942,2014,Female,40 to 49,2447
92054,2014,Female,40 to 49,2491
91978,2014,Female,40 to 49,527
92009,2014,Female,40 to 49,3762
92036,2014,Female,40 to 49,226
92082,2014,Female,40 to 49,1168
92672,2014,Female,40 to 49,140
92536,2014,Female,40 to 49,27
92115,2014,Female,40 to 49,3458
92111,2014,Female,40 to 49,3070
92182,2014,Female,40 to 49,5
92096,2014,Female,40 to 49,0
91977,2014,Female,40 to 49,4042
92014,2014,Female,40 to 49,906
91980,2014,Female,40 to 49,7
92019,2014,Female,40 to 49,2943
92060,2014,Female,40 to 49,54
92114,2014,Female,40 to 49,3939
91914,2014,Female,40 to 49,1468
91950,2014,Female,40 to 49,3585
92083,2014,Female,40 to 49,2362
92065,2014,Female,40 to 49,2396
91915,2014,Female,40 to 49,2544
92071,2014,Female,40 to 49,4087
92067,2014,Female,40 to 49,648
92057,2014,Female,40 to 49,3694
92109,2014,Female,40 to 49,2463
92086,2014,Female,40 to 49,63
92108,2014,Female,40 to 49,1173
92124,2014,Female,40 to 49,1908
92129,2014,Female,40 to 49,4322
91932,2014,Female,40 to 49,1668
91902,2014,Female,40 to 49,1156
92028,2014,Female,40 to 49,2830
92024,2014,Female,40 to 49,3931
91963,2014,Female,40 to 49,52
92106,2014,Female,40 to 49,1248
92091,2014,Female,40 to 49,165
92078,2014,Female,40 to 49,3312
92011,2014,Female,40 to 49,1914
91935,2014,Female,40 to 49,651
92020,2014,Female,40 to 49,3798
91945,2014,Female,40 to 49,1659
92055,2014,Female,40 to 49,640
92104,2014,Female,40 to 49,3327
91948,2014,Female,40 to 49,25
92140,2014,Female,40 to 49,0
92084,2014,Female,40 to 49,3036
92116,2014,Female,40 to 49,2501
92101,2014,Female,40 to 49,2153
92007,2014,Female,40 to 49,825
92134,2014,Female,40 to 49,1
92010,2014,Female,40 to 49,1206
92259,2014,Female,40 to 49,0
92122,2014,Female,40 to 49,2360
92058,2014,Female,40 to 49,1502
92113,2014,Female,40 to 49,3233
92110,2014,Female,40 to 49,1540
91916,2014,Female,40 to 49,96
91913,2014,Female,40 to 49,3787
92069,2014,Female,40 to 49,3412
91901,2014,Female,40 to 49,1217
92102,2014,Female,40 to 49,2815
92126,2014,Female,40 to 49,4946
91906,2014,Female,40 to 49,206
92066,2014,Female,40 to 49,20
92103,2014,Female,40 to 49,2084
92136,2014,Female,40 to 49,17
92070,2014,Female,40 to 49,40
92026,2014,Female,40 to 49,3530
91911,2014,Female,40 to 49,5767
92123,2014,Female,40 to 49,1658
91941,2014,Female,40 to 49,2188
92119,2014,Female,40 to 49,1543
92145,2014,Female,40 to 49,0
92161,2014,Female,40 to 49,0
91931,2014,Female,40 to 49,28
92075,2014,Female,40 to 49,926
92128,2014,Female,40 to 49,3713
92105,2014,Female,40 to 49,4822
92173,2014,Female,40 to 49,2010
92120,2014,Female,40 to 49,1792
92121,2014,Female,40 to 49,312
91917,2014,Female,40 to 49,48
92118,2014,Female,40 to 49,1176
92064,2014,Female,40 to 49,3494
92154,2014,Female,40 to 49,5091
92021,2014,Female,40 to 49,4267
92003,2014,Female,40 to 49,304
92027,2014,Female,40 to 49,3565
92056,2014,Female,40 to 49,3248
92127,2014,Female,40 to 49,3860
92025,2014,Female,40 to 49,3250
92107,2014,Female,40 to 49,1790
91934,2014,Female,40 to 49,59
92037,2014,Female,40 to 49,2517
92008,2014,Female,40 to 49,1743
92131,2014,Female,40 to 49,3101
92081,2014,Female,40 to 49,1845
92011,2014,Female,50 to 59,1977
92122,2014,Female,50 to 59,2214
92029,2014,Female,50 to 59,1582
92067,2014,Female,50 to 59,933
92118,2014,Female,50 to 59,1313
91963,2014,Female,50 to 59,72
92093,2014,Female,50 to 59,20
92116,2014,Female,50 to 59,2095
92107,2014,Female,50 to 59,1752
91932,2014,Female,50 to 59,1764
91931,2014,Female,50 to 59,36
92672,2014,Female,50 to 59,49
91914,2014,Female,50 to 59,1211
92105,2014,Female,50 to 59,3665
92117,2014,Female,50 to 59,3663
91977,2014,Female,50 to 59,4200
91945,2014,Female,50 to 59,1907
91916,2014,Female,50 to 59,205
91905,2014,Female,50 to 59,140
92108,2014,Female,50 to 59,1034
92124,2014,Female,50 to 59,1734
92259,2014,Female,50 to 59,0
92036,2014,Female,50 to 59,344
92135,2014,Female,50 to 59,14
91980,2014,Female,50 to 59,17
92154,2014,Female,50 to 59,4869
92086,2014,Female,50 to 59,97
92021,2014,Female,50 to 59,4930
92127,2014,Female,50 to 59,3099
92004,2014,Female,50 to 59,324
92140,2014,Female,50 to 59,0
92003,2014,Female,50 to 59,321
92120,2014,Female,50 to 59,1985
92055,2014,Female,50 to 59,205
92057,2014,Female,50 to 59,3832
92059,2014,Female,50 to 59,109
92103,2014,Female,50 to 59,1759
92104,2014,Female,50 to 59,2656
92114,2014,Female,50 to 59,4423
92161,2014,Female,50 to 59,0
92060,2014,Female,50 to 59,53
92082,2014,Female,50 to 59,1470
92130,2014,Female,50 to 59,4588
92096,2014,Female,50 to 59,0
91948,2014,Female,50 to 59,59
92027,2014,Female,50 to 59,3666
92071,2014,Female,50 to 59,4541
91915,2014,Female,50 to 59,1643
92091,2014,Female,50 to 59,174
92129,2014,Female,50 to 59,4646
92020,2014,Female,50 to 59,4211
91935,2014,Female,50 to 59,829
91942,2014,Female,50 to 59,2646
92019,2014,Female,50 to 59,3632
92007,2014,Female,50 to 59,823
91910,2014,Female,50 to 59,5396
92010,2014,Female,50 to 59,1215
92054,2014,Female,50 to 59,2555
92115,2014,Female,50 to 59,3120
91934,2014,Female,50 to 59,66
92101,2014,Female,50 to 59,1826
92083,2014,Female,50 to 59,2170
92084,2014,Female,50 to 59,3206
92070,2014,Female,50 to 59,67
91978,2014,Female,50 to 59,647
92026,2014,Female,50 to 59,3689
91911,2014,Female,50 to 59,5461
92009,2014,Female,50 to 59,3545
92061,2014,Female,50 to 59,213
92066,2014,Female,50 to 59,35
92075,2014,Female,50 to 59,904
92058,2014,Female,50 to 59,1496
92028,2014,Female,50 to 59,3381
92069,2014,Female,50 to 59,2879
92008,2014,Female,50 to 59,2011
92139,2014,Female,50 to 59,2291
92106,2014,Female,50 to 59,1382
92113,2014,Female,50 to 59,2591
92182,2014,Female,50 to 59,5
92121,2014,Female,50 to 59,247
91941,2014,Female,50 to 59,2469
92110,2014,Female,50 to 59,1444
91901,2014,Female,50 to 59,1566
92119,2014,Female,50 to 59,1760
92134,2014,Female,50 to 59,0
92111,2014,Female,50 to 59,3019
91902,2014,Female,50 to 59,1342
92065,2014,Female,50 to 59,3151
92078,2014,Female,50 to 59,2549
92126,2014,Female,50 to 59,4841
92131,2014,Female,50 to 59,3083
91913,2014,Female,50 to 59,2781
92109,2014,Female,50 to 59,1992
92145,2014,Female,50 to 59,1
92081,2014,Female,50 to 59,1976
92024,2014,Female,50 to 59,4334
92040,2014,Female,50 to 59,3337
92155,2014,Female,50 to 59,2
91917,2014,Female,50 to 59,79
92136,2014,Female,50 to 59,4
92102,2014,Female,50 to 59,2162
92037,2014,Female,50 to 59,2659
92014,2014,Female,50 to 59,1186
91962,2014,Female,50 to 59,162
92056,2014,Female,50 to 59,3682
92536,2014,Female,50 to 59,24
92025,2014,Female,50 to 59,3114
92064,2014,Female,50 to 59,4525
92123,2014,Female,50 to 59,1516
92128,2014,Female,50 to 59,3481
91906,2014,Female,50 to 59,255
92173,2014,Female,50 to 59,1881
91950,2014,Female,50 to 59,3661
91934,2014,Female,60 to 69,80
92259,2014,Female,60 to 69,0
92011,2014,Female,60 to 69,1435
92131,2014,Female,60 to 69,2006
92083,2014,Female,60 to 69,1348
91901,2014,Female,60 to 69,1162
92126,2014,Female,60 to 69,3577
91914,2014,Female,60 to 69,749
92009,2014,Female,60 to 69,2391
92061,2014,Female,60 to 69,157
91941,2014,Female,60 to 69,2051
92075,2014,Female,60 to 69,837
91910,2014,Female,60 to 69,3890
92161,2014,Female,60 to 69,0
92064,2014,Female,60 to 69,3055
92114,2014,Female,60 to 69,3234
92109,2014,Female,60 to 69,1697
92111,2014,Female,60 to 69,2292
92672,2014,Female,60 to 69,35
91980,2014,Female,60 to 69,8
92105,2014,Female,60 to 69,2362
92093,2014,Female,60 to 69,15
91942,2014,Female,60 to 69,1854
92058,2014,Female,60 to 69,1052
91950,2014,Female,60 to 69,2411
91932,2014,Female,60 to 69,1100
92130,2014,Female,60 to 69,2156
92136,2014,Female,60 to 69,0
92059,2014,Female,60 to 69,89
92055,2014,Female,60 to 69,131
91902,2014,Female,60 to 69,1153
92106,2014,Female,60 to 69,1181
92007,2014,Female,60 to 69,674
92140,2014,Female,60 to 69,0
92127,2014,Female,60 to 69,1814
92056,2014,Female,60 to 69,2963
91977,2014,Female,60 to 69,3006
91913,2014,Female,60 to 69,1515
92129,2014,Female,60 to 69,2958
91931,2014,Female,60 to 69,35
92123,2014,Female,60 to 69,1093
92145,2014,Female,60 to 69,2
92004,2014,Female,60 to 69,375
92110,2014,Female,60 to 69,1249
91917,2014,Female,60 to 69,56
92021,2014,Female,60 to 69,3486
91905,2014,Female,60 to 69,122
92122,2014,Female,60 to 69,1806
92116,2014,Female,60 to 69,1630
92037,2014,Female,60 to 69,2487
92036,2014,Female,60 to 69,384
92118,2014,Female,60 to 69,1181
92173,2014,Female,60 to 69,1110
92103,2014,Female,60 to 69,1758
92115,2014,Female,60 to 69,2292
92060,2014,Female,60 to 69,73
92024,2014,Female,60 to 69,3439
92139,2014,Female,60 to 69,1718
91962,2014,Female,60 to 69,135
92117,2014,Female,60 to 69,2568
92078,2014,Female,60 to 69,2184
92182,2014,Female,60 to 69,1
91948,2014,Female,60 to 69,42
92010,2014,Female,60 to 69,881
91911,2014,Female,60 to 69,3534
92020,2014,Female,60 to 69,2929
92027,2014,Female,60 to 69,2363
92065,2014,Female,60 to 69,2162
92071,2014,Female,60 to 69,3114
92029,2014,Female,60 to 69,1362
92124,2014,Female,60 to 69,1517
92135,2014,Female,60 to 69,2
91915,2014,Female,60 to 69,876
92028,2014,Female,60 to 69,2975
92091,2014,Female,60 to 69,113
92081,2014,Female,60 to 69,1385
92119,2014,Female,60 to 69,1440
91978,2014,Female,60 to 69,491
92054,2014,Female,60 to 69,1866
92154,2014,Female,60 to 69,3365
92040,2014,Female,60 to 69,2351
91935,2014,Female,60 to 69,649
92102,2014,Female,60 to 69,1465
92025,2014,Female,60 to 69,2054
92066,2014,Female,60 to 69,36
92008,2014,Female,60 to 69,1566
92086,2014,Female,60 to 69,109
92082,2014,Female,60 to 69,1182
92107,2014,Female,60 to 69,1363
92019,2014,Female,60 to 69,2658
92067,2014,Female,60 to 69,751
92155,2014,Female,60 to 69,0
92101,2014,Female,60 to 69,1550
92128,2014,Female,60 to 69,2947
92003,2014,Female,60 to 69,260
92121,2014,Female,60 to 69,161
92026,2014,Female,60 to 69,2761
92084,2014,Female,60 to 69,2119
92057,2014,Female,60 to 69,2541
92069,2014,Female,60 to 69,2005
92096,2014,Female,60 to 69,0
91916,2014,Female,60 to 69,164
92120,2014,Female,60 to 69,1655
92113,2014,Female,60 to 69,1476
92104,2014,Female,60 to 69,1978
92536,2014,Female,60 to 69,26
91945,2014,Female,60 to 69,1302
91906,2014,Female,60 to 69,247
92134,2014,Female,60 to 69,0
92070,2014,Female,60 to 69,69
92108,2014,Female,60 to 69,699
91963,2014,Female,60 to 69,51
92014,2014,Female,60 to 69,1207
92121,2014,Female,70 to 79,75
92124,2014,Female,70 to 79,722
91914,2014,Female,70 to 79,355
92173,2014,Female,70 to 79,706
91978,2014,Female,70 to 79,238
92060,2014,Female,70 to 79,36
91945,2014,Female,70 to 79,669
92131,2014,Female,70 to 79,694
92071,2014,Female,70 to 79,1657
92107,2014,Female,70 to 79,624
92115,2014,Female,70 to 79,1124
92064,2014,Female,70 to 79,1526
92091,2014,Female,70 to 79,70
92122,2014,Female,70 to 79,1275
92128,2014,Female,70 to 79,2024
92021,2014,Female,70 to 79,1923
91931,2014,Female,70 to 79,12
92069,2014,Female,70 to 79,1049
92036,2014,Female,70 to 79,227
92028,2014,Female,70 to 79,1860
92129,2014,Female,70 to 79,1119
92027,2014,Female,70 to 79,1382
91916,2014,Female,70 to 79,57
92101,2014,Female,70 to 79,962
92020,2014,Female,70 to 79,1812
92105,2014,Female,70 to 79,1272
92103,2014,Female,70 to 79,1004
92123,2014,Female,70 to 79,651
91962,2014,Female,70 to 79,69
92109,2014,Female,70 to 79,970
92111,2014,Female,70 to 79,1497
92056,2014,Female,70 to 79,1889
92029,2014,Female,70 to 79,752
92082,2014,Female,70 to 79,637
91913,2014,Female,70 to 79,827
91935,2014,Female,70 to 79,292
92004,2014,Female,70 to 79,298
92259,2014,Female,70 to 79,0
92139,2014,Female,70 to 79,985
92055,2014,Female,70 to 79,89
91915,2014,Female,70 to 79,369
92093,2014,Female,70 to 79,14
91980,2014,Female,70 to 79,7
91906,2014,Female,70 to 79,116
91941,2014,Female,70 to 79,1183
92078,2014,Female,70 to 79,1526
92026,2014,Female,70 to 79,1616
92009,2014,Female,70 to 79,1129
92672,2014,Female,70 to 79,26
92161,2014,Female,70 to 79,0
92119,2014,Female,70 to 79,1143
92140,2014,Female,70 to 79,0
92155,2014,Female,70 to 79,0
92054,2014,Female,70 to 79,964
92007,2014,Female,70 to 79,280
92024,2014,Female,70 to 79,1528
92059,2014,Female,70 to 79,33
92136,2014,Female,70 to 79,0
92116,2014,Female,70 to 79,650
92066,2014,Female,70 to 79,19
92108,2014,Female,70 to 79,398
91948,2014,Female,70 to 79,17
92019,2014,Female,70 to 79,1316
92106,2014,Female,70 to 79,658
92096,2014,Female,70 to 79,0
92536,2014,Female,70 to 79,24
92086,2014,Female,70 to 79,68
92065,2014,Female,70 to 79,955
92114,2014,Female,70 to 79,1866
92037,2014,Female,70 to 79,1867
91977,2014,Female,70 to 79,1659
92081,2014,Female,70 to 79,790
92084,2014,Female,70 to 79,1278
92083,2014,Female,70 to 79,706
92113,2014,Female,70 to 79,842
92011,2014,Female,70 to 79,901
92061,2014,Female,70 to 79,71
92135,2014,Female,70 to 79,0
92154,2014,Female,70 to 79,2041
92040,2014,Female,70 to 79,1235
91911,2014,Female,70 to 79,2488
92130,2014,Female,70 to 79,902
92067,2014,Female,70 to 79,390
91910,2014,Female,70 to 79,2321
91932,2014,Female,70 to 79,605
92010,2014,Female,70 to 79,416
91942,2014,Female,70 to 79,1104
92058,2014,Female,70 to 79,673
92057,2014,Female,70 to 79,1689
91963,2014,Female,70 to 79,33
92126,2014,Female,70 to 79,1779
92182,2014,Female,70 to 79,0
92003,2014,Female,70 to 79,224
92134,2014,Female,70 to 79,0
91934,2014,Female,70 to 79,37
92070,2014,Female,70 to 79,61
91902,2014,Female,70 to 79,631
92120,2014,Female,70 to 79,1154
91950,2014,Female,70 to 79,1551
92014,2014,Female,70 to 79,694
92008,2014,Female,70 to 79,850
92104,2014,Female,70 to 79,807
91917,2014,Female,70 to 79,27
92118,2014,Female,70 to 79,758
92127,2014,Female,70 to 79,808
91905,2014,Female,70 to 79,59
92075,2014,Female,70 to 79,561
92145,2014,Female,70 to 79,2
91901,2014,Female,70 to 79,624
92102,2014,Female,70 to 79,804
92110,2014,Female,70 to 79,768
92117,2014,Female,70 to 79,1778
92025,2014,Female,70 to 79,1105
92110,2014,Female,80+,775
92102,2014,Female,80+,527
