ZIP,YEAR,SEX,Group - 10 Year,POPULATION
92054,2012,Female,20 to 29,3441
92058,2012,Female,20 to 29,2044
92010,2012,Female,20 to 29,860
92111,2012,Female,20 to 29,3935
91945,2012,Female,20 to 29,1903
92078,2012,Female,20 to 29,2895
92067,2012,Female,20 to 29,362
92130,2012,Female,20 to 29,2091
92037,2012,Female,20 to 29,3332
92066,2012,Female,20 to 29,12
92105,2012,Female,20 to 29,5852
91980,2012,Female,20 to 29,10
91911,2012,Female,20 to 29,6385
92173,2012,Female,20 to 29,2286
92008,2012,Female,20 to 29,2166
92064,2012,Female,20 to 29,2703
92024,2012,Female,20 to 29,2876
92259,2012,Female,20 to 29,0
92131,2012,Female,20 to 29,1608
92101,2012,Female,20 to 29,4291
92007,2012,Female,20 to 29,673
92129,2012,Female,20 to 29,3100
91978,2012,Female,20 to 29,616
92075,2012,Female,20 to 29,667
91942,2012,Female,20 to 29,3756
92004,2012,Female,20 to 29,333
92091,2012,Female,20 to 29,60
92093,2012,Female,20 to 29,1520
92096,2012,Female,20 to 29,45
92139,2012,Female,20 to 29,2844
92059,2012,Female,20 to 29,117
92110,2012,Female,20 to 29,2805
92113,2012,Female,20 to 29,4155
92114,2012,Female,20 to 29,4770
91934,2012,Female,20 to 29,72
92069,2012,Female,20 to 29,3557
92014,2012,Female,20 to 29,586
92082,2012,Female,20 to 29,1055
92086,2012,Female,20 to 29,93
92126,2012,Female,20 to 29,5690
92055,2012,Female,20 to 29,3667
92029,2012,Female,20 to 29,1291
91941,2012,Female,20 to 29,2526
92040,2012,Female,20 to 29,2967
92118,2012,Female,20 to 29,1096
92134,2012,Female,20 to 29,25
92019,2012,Female,20 to 29,3061
92672,2012,Female,20 to 29,645
92060,2012,Female,20 to 29,59
91905,2012,Female,20 to 29,99
92127,2012,Female,20 to 29,2276
92155,2012,Female,20 to 29,26
91913,2012,Female,20 to 29,3038
92536,2012,Female,20 to 29,31
92103,2012,Female,20 to 29,2934
91902,2012,Female,20 to 29,1134
92065,2012,Female,20 to 29,2370
91931,2012,Female,20 to 29,22
91914,2012,Female,20 to 29,952
91948,2012,Female,20 to 29,17
92057,2012,Female,20 to 29,4146
91915,2012,Female,20 to 29,1599
92028,2012,Female,20 to 29,3412
92116,2012,Female,20 to 29,2979
91932,2012,Female,20 to 29,2391
92021,2012,Female,20 to 29,4994
92071,2012,Female,20 to 29,4051
92003,2012,Female,20 to 29,252
92070,2012,Female,20 to 29,31
92011,2012,Female,20 to 29,1048
92027,2012,Female,20 to 29,4099
92102,2012,Female,20 to 29,3776
92136,2012,Female,20 to 29,1305
91935,2012,Female,20 to 29,508
92154,2012,Female,20 to 29,5698
92124,2012,Female,20 to 29,2513
92123,2012,Female,20 to 29,2658
92056,2012,Female,20 to 29,4192
92106,2012,Female,20 to 29,2078
92109,2012,Female,20 to 29,7250
92083,2012,Female,20 to 29,3118
92128,2012,Female,20 to 29,2693
92115,2012,Female,20 to 29,7276
92145,2012,Female,20 to 29,31
92009,2012,Female,20 to 29,1847
92026,2012,Female,20 to 29,3851
92117,2012,Female,20 to 29,4070
91910,2012,Female,20 to 29,5857
92135,2012,Female,20 to 29,640
92036,2012,Female,20 to 29,185
91950,2012,Female,20 to 29,4393
92119,2012,Female,20 to 29,1526
92020,2012,Female,20 to 29,4715
91962,2012,Female,20 to 29,89
91917,2012,Female,20 to 29,44
91963,2012,Female,20 to 29,69
91906,2012,Female,20 to 29,213
92081,2012,Female,20 to 29,2435
92084,2012,Female,20 to 29,3691
92107,2012,Female,20 to 29,2749
91916,2012,Female,20 to 29,104
91901,2012,Female,20 to 29,951
92122,2012,Female,20 to 29,6971
92182,2012,Female,20 to 29,158
92115,2012,Female,30 to 39,3947
92054,2012,Female,30 to 39,2787
91910,2012,Female,30 to 39,5147
92113,2012,Female,30 to 39,3599
92029,2012,Female,30 to 39,1053
92259,2012,Female,30 to 39,0
91917,2012,Female,30 to 39,34
92021,2012,Female,30 to 39,4092
91915,2012,Female,30 to 39,2359
92122,2012,Female,30 to 39,3828
92536,2012,Female,30 to 39,17
92070,2012,Female,30 to 39,26
92064,2012,Female,30 to 39,2328
91905,2012,Female,30 to 39,103
91950,2012,Female,30 to 39,3572
92173,2012,Female,30 to 39,1903
92109,2012,Female,30 to 39,4488
92071,2012,Female,30 to 39,3664
92058,2012,Female,30 to 39,1596
92004,2012,Female,30 to 39,167
92161,2012,Female,30 to 39,0
92110,2012,Female,30 to 39,1969
92140,2012,Female,30 to 39,4
92135,2012,Female,30 to 39,98
92008,2012,Female,30 to 39,1812
91978,2012,Female,30 to 39,506
92026,2012,Female,30 to 39,3299
92055,2012,Female,30 to 39,1604
91932,2012,Female,30 to 39,1892
92139,2012,Female,30 to 39,2276
92145,2012,Female,30 to 39,3
92093,2012,Female,30 to 39,39
91901,2012,Female,30 to 39,854
91931,2012,Female,30 to 39,15
91906,2012,Female,30 to 39,178
91941,2012,Female,30 to 39,2002
91913,2012,Female,30 to 39,3583
92019,2012,Female,30 to 39,2487
92102,2012,Female,30 to 39,3610
92154,2012,Female,30 to 39,4856
92130,2012,Female,30 to 39,3756
91934,2012,Female,30 to 39,50
91962,2012,Female,30 to 39,71
92106,2012,Female,30 to 39,1312
92120,2012,Female,30 to 39,1594
92060,2012,Female,30 to 39,35
92061,2012,Female,30 to 39,151
91916,2012,Female,30 to 39,80
92114,2012,Female,30 to 39,3801
92127,2012,Female,30 to 39,3489
92134,2012,Female,30 to 39,5
92126,2012,Female,30 to 39,5369
92010,2012,Female,30 to 39,1002
92007,2012,Female,30 to 39,921
91980,2012,Female,30 to 39,16
92081,2012,Female,30 to 39,1859
92066,2012,Female,30 to 39,12
92128,2012,Female,30 to 39,3464
92083,2012,Female,30 to 39,2486
92027,2012,Female,30 to 39,3455
92024,2012,Female,30 to 39,3498
92067,2012,Female,30 to 39,377
92020,2012,Female,30 to 39,3751
92111,2012,Female,30 to 39,3549
92025,2012,Female,30 to 39,3329
92036,2012,Female,30 to 39,162
92082,2012,Female,30 to 39,873
92104,2012,Female,30 to 39,5097
91902,2012,Female,30 to 39,994
91963,2012,Female,30 to 39,46
92084,2012,Female,30 to 39,2975
91942,2012,Female,30 to 39,2837
92182,2012,Female,30 to 39,4
92124,2012,Female,30 to 39,2576
92123,2012,Female,30 to 39,2340
91911,2012,Female,30 to 39,5557
92086,2012,Female,30 to 39,89
92118,2012,Female,30 to 39,922
91948,2012,Female,30 to 39,22
92028,2012,Female,30 to 39,2442
92108,2012,Female,30 to 39,2076
92056,2012,Female,30 to 39,2995
92014,2012,Female,30 to 39,732
91935,2012,Female,30 to 39,380
92117,2012,Female,30 to 39,3644
92121,2012,Female,30 to 39,354
92101,2012,Female,30 to 39,3888
92672,2012,Female,30 to 39,329
92131,2012,Female,30 to 39,2378
92009,2012,Female,30 to 39,2735
92059,2012,Female,30 to 39,95
92069,2012,Female,30 to 39,3123
92119,2012,Female,30 to 39,1316
91914,2012,Female,30 to 39,1159
91977,2012,Female,30 to 39,3810
92096,2012,Female,30 to 39,0
92129,2012,Female,30 to 39,3334
92037,2012,Female,30 to 39,2650
92116,2012,Female,30 to 39,3603
92103,2012,Female,30 to 39,3498
92065,2012,Female,30 to 39,1912
92136,2012,Female,30 to 39,167
92075,2012,Female,30 to 39,862
92003,2012,Female,30 to 39,213
92057,2012,Female,30 to 39,3487
91945,2012,Female,30 to 39,1677
92091,2012,Female,30 to 39,102
92040,2012,Female,30 to 39,2424
92078,2012,Female,30 to 39,3088
92011,2012,Female,30 to 39,1353
92105,2012,Female,30 to 39,5308
92107,2012,Female,30 to 39,2738
92155,2012,Female,30 to 39,7
92060,2012,Female,40 to 49,47
92129,2012,Female,40 to 49,4533
92064,2012,Female,40 to 49,3882
92135,2012,Female,40 to 49,28
92020,2012,Female,40 to 49,3926
92078,2012,Female,40 to 49,3015
92011,2012,Female,40 to 49,2085
92102,2012,Female,40 to 49,2691
92070,2012,Female,40 to 49,38
92110,2012,Female,40 to 49,1471
92128,2012,Female,40 to 49,3742
91935,2012,Female,40 to 49,727
92037,2012,Female,40 to 49,2476
92672,2012,Female,40 to 49,99
92086,2012,Female,40 to 49,73
91902,2012,Female,40 to 49,1202
92067,2012,Female,40 to 49,727
92134,2012,Female,40 to 49,0
92054,2012,Female,40 to 49,2507
92061,2012,Female,40 to 49,193
92259,2012,Female,40 to 49,0
92071,2012,Female,40 to 49,4305
92028,2012,Female,40 to 49,2958
92111,2012,Female,40 to 49,3113
92155,2012,Female,40 to 49,3
92124,2012,Female,40 to 49,1815
92115,2012,Female,40 to 49,3397
91911,2012,Female,40 to 49,5937
92066,2012,Female,40 to 49,23
92101,2012,Female,40 to 49,1861
92014,2012,Female,40 to 49,958
92182,2012,Female,40 to 49,5
92130,2012,Female,40 to 49,5598
92122,2012,Female,40 to 49,2218
91978,2012,Female,40 to 49,544
92059,2012,Female,40 to 49,119
92173,2012,Female,40 to 49,2097
91906,2012,Female,40 to 49,236
91913,2012,Female,40 to 49,3526
91941,2012,Female,40 to 49,2325
91917,2012,Female,40 to 49,55
92025,2012,Female,40 to 49,3188
91945,2012,Female,40 to 49,1739
92114,2012,Female,40 to 49,4150
92057,2012,Female,40 to 49,3800
92145,2012,Female,40 to 49,0
92103,2012,Female,40 to 49,1904
92091,2012,Female,40 to 49,164
91905,2012,Female,40 to 49,126
92108,2012,Female,40 to 49,989
91914,2012,Female,40 to 49,1438
92536,2012,Female,40 to 49,24
92104,2012,Female,40 to 49,3142
91901,2012,Female,40 to 49,1327
91963,2012,Female,40 to 49,64
91980,2012,Female,40 to 49,10
92127,2012,Female,40 to 49,3795
92024,2012,Female,40 to 49,4041
92010,2012,Female,40 to 49,1247
92026,2012,Female,40 to 49,3633
91934,2012,Female,40 to 49,56
92131,2012,Female,40 to 49,3286
91932,2012,Female,40 to 49,1690
91916,2012,Female,40 to 49,114
92123,2012,Female,40 to 49,1640
92139,2012,Female,40 to 49,2304
92004,2012,Female,40 to 49,228
92040,2012,Female,40 to 49,3013
92109,2012,Female,40 to 49,2154
92065,2012,Female,40 to 49,2654
92154,2012,Female,40 to 49,5232
92084,2012,Female,40 to 49,3068
92056,2012,Female,40 to 49,3382
91910,2012,Female,40 to 49,5607
92107,2012,Female,40 to 49,1674
91915,2012,Female,40 to 49,2347
92117,2012,Female,40 to 49,3410
92055,2012,Female,40 to 49,469
91931,2012,Female,40 to 49,29
92029,2012,Female,40 to 49,1213
92121,2012,Female,40 to 49,287
92113,2012,Female,40 to 49,3228
92075,2012,Female,40 to 49,932
92082,2012,Female,40 to 49,1247
92116,2012,Female,40 to 49,2359
92083,2012,Female,40 to 49,2458
91948,2012,Female,40 to 49,29
92161,2012,Female,40 to 49,0
92081,2012,Female,40 to 49,1868
91950,2012,Female,40 to 49,3653
92126,2012,Female,40 to 49,4814
92069,2012,Female,40 to 49,3415
91977,2012,Female,40 to 49,4247
92140,2012,Female,40 to 49,0
91942,2012,Female,40 to 49,2537
92136,2012,Female,40 to 49,17
92096,2012,Female,40 to 49,0
92009,2012,Female,40 to 49,3923
92119,2012,Female,40 to 49,1631
92105,2012,Female,40 to 49,4667
92118,2012,Female,40 to 49,1240
92058,2012,Female,40 to 49,1499
92093,2012,Female,40 to 49,13
92106,2012,Female,40 to 49,1227
92120,2012,Female,40 to 49,1857
91962,2012,Female,40 to 49,103
92019,2012,Female,40 to 49,3135
92007,2012,Female,40 to 49,767
92008,2012,Female,40 to 49,1828
92003,2012,Female,40 to 49,319
92021,2012,Female,40 to 49,4542
92027,2012,Female,40 to 49,3665
92036,2012,Female,40 to 49,225
92027,2012,Female,50 to 59,3565
92105,2012,Female,50 to 59,3561
92139,2012,Female,50 to 59,2334
92096,2012,Female,50 to 59,0
92107,2012,Female,50 to 59,1736
92081,2012,Female,50 to 59,1997
92021,2012,Female,50 to 59,4806
92010,2012,Female,50 to 59,1167
91916,2012,Female,50 to 59,207
91942,2012,Female,50 to 59,2623
92058,2012,Female,50 to 59,1453
92101,2012,Female,50 to 59,1784
91911,2012,Female,50 to 59,5226
92122,2012,Female,50 to 59,2115
92111,2012,Female,50 to 59,2933
92020,2012,Female,50 to 59,4070
92011,2012,Female,50 to 59,1795
92140,2012,Female,50 to 59,0
91980,2012,Female,50 to 59,15
92129,2012,Female,50 to 59,4454
92004,2012,Female,50 to 59,318
92130,2012,Female,50 to 59,4046
92037,2012,Female,50 to 59,2721
91945,2012,Female,50 to 59,1830
92126,2012,Female,50 to 59,4648
92029,2012,Female,50 to 59,1628
92069,2012,Female,50 to 59,2750
91962,2012,Female,50 to 59,153
92003,2012,Female,50 to 59,322
92117,2012,Female,50 to 59,3601
92057,2012,Female,50 to 59,3671
91915,2012,Female,50 to 59,1387
91906,2012,Female,50 to 59,269
92103,2012,Female,50 to 59,1732
92173,2012,Female,50 to 59,1832
92059,2012,Female,50 to 59,102
91917,2012,Female,50 to 59,76
92091,2012,Female,50 to 59,170
92082,2012,Female,50 to 59,1444
91977,2012,Female,50 to 59,4067
91935,2012,Female,50 to 59,814
91905,2012,Female,50 to 59,129
91934,2012,Female,50 to 59,76
92127,2012,Female,50 to 59,2735
92067,2012,Female,50 to 59,910
92134,2012,Female,50 to 59,0
91941,2012,Female,50 to 59,2505
91914,2012,Female,50 to 59,1095
92014,2012,Female,50 to 59,1224
92093,2012,Female,50 to 59,25
91932,2012,Female,50 to 59,1747
91910,2012,Female,50 to 59,5248
92060,2012,Female,50 to 59,65
92116,2012,Female,50 to 59,2106
92259,2012,Female,50 to 59,0
92019,2012,Female,50 to 59,3584
92083,2012,Female,50 to 59,2148
92071,2012,Female,50 to 59,4283
91902,2012,Female,50 to 59,1330
92115,2012,Female,50 to 59,3012
92008,2012,Female,50 to 59,2044
92121,2012,Female,50 to 59,232
92084,2012,Female,50 to 59,3166
92131,2012,Female,50 to 59,2907
92065,2012,Female,50 to 59,3062
92155,2012,Female,50 to 59,1
92064,2012,Female,50 to 59,4378
92054,2012,Female,50 to 59,2536
92026,2012,Female,50 to 59,3565
92040,2012,Female,50 to 59,3258
91978,2012,Female,50 to 59,671
92154,2012,Female,50 to 59,4757
92113,2012,Female,50 to 59,2498
92036,2012,Female,50 to 59,377
91913,2012,Female,50 to 59,2392
92009,2012,Female,50 to 59,3320
92145,2012,Female,50 to 59,1
92128,2012,Female,50 to 59,3410
92110,2012,Female,50 to 59,1350
92123,2012,Female,50 to 59,1495
91931,2012,Female,50 to 59,32
92066,2012,Female,50 to 59,32
92109,2012,Female,50 to 59,1896
91963,2012,Female,50 to 59,63
92135,2012,Female,50 to 59,13
92061,2012,Female,50 to 59,204
92672,2012,Female,50 to 59,32
92161,2012,Female,50 to 59,0
92078,2012,Female,50 to 59,2398
92075,2012,Female,50 to 59,891
92536,2012,Female,50 to 59,27
92086,2012,Female,50 to 59,105
92024,2012,Female,50 to 59,4416
92120,2012,Female,50 to 59,1951
92124,2012,Female,50 to 59,1662
91950,2012,Female,50 to 59,3534
92119,2012,Female,50 to 59,1737
92182,2012,Female,50 to 59,4
92114,2012,Female,50 to 59,4535
92055,2012,Female,50 to 59,145
92070,2012,Female,50 to 59,73
92056,2012,Female,50 to 59,3625
92108,2012,Female,50 to 59,929
92118,2012,Female,50 to 59,1330
91948,2012,Female,50 to 59,63
92102,2012,Female,50 to 59,2137
92136,2012,Female,50 to 59,4
92104,2012,Female,50 to 59,2583
91901,2012,Female,50 to 59,1484
92007,2012,Female,50 to 59,873
92106,2012,Female,50 to 59,1390
92028,2012,Female,50 to 59,3454
92025,2012,Female,50 to 59,2955
92118,2012,Female,60 to 69,1135
92124,2012,Female,60 to 69,1452
92101,2012,Female,60 to 69,1440
92128,2012,Female,60 to 69,2897
92014,2012,Female,60 to 69,1191
91980,2012,Female,60 to 69,10
92060,2012,Female,60 to 69,64
92104,2012,Female,60 to 69,1744
92037,2012,Female,60 to 69,2505
92131,2012,Female,60 to 69,1755
92111,2012,Female,60 to 69,2153
92082,2012,Female,60 to 69,1088
92055,2012,Female,60 to 69,76
91962,2012,Female,60 to 69,131
92672,2012,Female,60 to 69,19
92066,2012,Female,60 to 69,36
92081,2012,Female,60 to 69,1206
92054,2012,Female,60 to 69,1685
92065,2012,Female,60 to 69,1894
92028,2012,Female,60 to 69,2845
92114,2012,Female,60 to 69,3004
92019,2012,Female,60 to 69,2402
92117,2012,Female,60 to 69,2353
92109,2012,Female,60 to 69,1584
92084,2012,Female,60 to 69,1931
92134,2012,Female,60 to 69,0
92061,2012,Female,60 to 69,145
92009,2012,Female,60 to 69,2142
92020,2012,Female,60 to 69,2659
91906,2012,Female,60 to 69,219
92116,2012,Female,60 to 69,1436
92129,2012,Female,60 to 69,2525
92003,2012,Female,60 to 69,272
91910,2012,Female,60 to 69,3620
92010,2012,Female,60 to 69,766
92083,2012,Female,60 to 69,1118
92113,2012,Female,60 to 69,1377
92078,2012,Female,60 to 69,2082
91913,2012,Female,60 to 69,1350
92161,2012,Female,60 to 69,0
91902,2012,Female,60 to 69,1076
91942,2012,Female,60 to 69,1770
92121,2012,Female,60 to 69,145
91917,2012,Female,60 to 69,55
92140,2012,Female,60 to 69,0
92007,2012,Female,60 to 69,619
92025,2012,Female,60 to 69,1834
91916,2012,Female,60 to 69,149
92107,2012,Female,60 to 69,1236
92182,2012,Female,60 to 69,1
92070,2012,Female,60 to 69,76
92126,2012,Female,60 to 69,3292
92069,2012,Female,60 to 69,1795
92004,2012,Female,60 to 69,395
92106,2012,Female,60 to 69,1131
92024,2012,Female,60 to 69,3069
92122,2012,Female,60 to 69,1744
92536,2012,Female,60 to 69,27
91950,2012,Female,60 to 69,2206
92057,2012,Female,60 to 69,2374
92021,2012,Female,60 to 69,3251
92058,2012,Female,60 to 69,987
91901,2012,Female,60 to 69,1062
92029,2012,Female,60 to 69,1269
91915,2012,Female,60 to 69,716
92173,2012,Female,60 to 69,1055
92110,2012,Female,60 to 69,1165
92108,2012,Female,60 to 69,620
92136,2012,Female,60 to 69,0
92123,2012,Female,60 to 69,968
91977,2012,Female,60 to 69,2712
92096,2012,Female,60 to 69,0
92115,2012,Female,60 to 69,2088
92040,2012,Female,60 to 69,2147
92120,2012,Female,60 to 69,1558
91932,2012,Female,60 to 69,965
92075,2012,Female,60 to 69,833
92259,2012,Female,60 to 69,0
92155,2012,Female,60 to 69,0
92027,2012,Female,60 to 69,2169
92059,2012,Female,60 to 69,73
92145,2012,Female,60 to 69,0
91931,2012,Female,60 to 69,36
91905,2012,Female,60 to 69,113
91934,2012,Female,60 to 69,70
92011,2012,Female,60 to 69,1421
92071,2012,Female,60 to 69,2817
92103,2012,Female,60 to 69,1698
92135,2012,Female,60 to 69,1
92067,2012,Female,60 to 69,686
92093,2012,Female,60 to 69,16
92127,2012,Female,60 to 69,1545
92091,2012,Female,60 to 69,110
91911,2012,Female,60 to 69,3460
92130,2012,Female,60 to 69,1870
92064,2012,Female,60 to 69,2694
92036,2012,Female,60 to 69,356
92026,2012,Female,60 to 69,2542
91914,2012,Female,60 to 69,624
91945,2012,Female,60 to 69,1172
92154,2012,Female,60 to 69,3093
92008,2012,Female,60 to 69,1436
92102,2012,Female,60 to 69,1324
91963,2012,Female,60 to 69,54
92086,2012,Female,60 to 69,110
92139,2012,Female,60 to 69,1588
91935,2012,Female,60 to 69,605
91948,2012,Female,60 to 69,34
92119,2012,Female,60 to 69,1381
92105,2012,Female,60 to 69,2167
91978,2012,Female,60 to 69,452
92056,2012,Female,60 to 69,2825
91941,2012,Female,60 to 69,1851
92078,2012,Female,70 to 79,1469
92123,2012,Female,70 to 79,630
92040,2012,Female,70 to 79,1171
92096,2012,Female,70 to 79,0
92057,2012,Female,70 to 79,1654
92067,2012,Female,70 to 79,336
92075,2012,Female,70 to 79,466
92084,2012,Female,70 to 79,1200
92082,2012,Female,70 to 79,578
91902,2012,Female,70 to 79,598
92109,2012,Female,70 to 79,930
91934,2012,Female,70 to 79,25
92139,2012,Female,70 to 79,914
91941,2012,Female,70 to 79,1124
92119,2012,Female,70 to 79,1198
92131,2012,Female,70 to 79,598
92140,2012,Female,70 to 79,0
91913,2012,Female,70 to 79,733
92128,2012,Female,70 to 79,1933
91962,2012,Female,70 to 79,56
92010,2012,Female,70 to 79,383
92134,2012,Female,70 to 79,0
92107,2012,Female,70 to 79,543
92069,2012,Female,70 to 79,933
92007,2012,Female,70 to 79,248
92116,2012,Female,70 to 79,598
92055,2012,Female,70 to 79,47
92011,2012,Female,70 to 79,798
92120,2012,Female,70 to 79,1195
92061,2012,Female,70 to 79,67
91914,2012,Female,70 to 79,312
91945,2012,Female,70 to 79,643
92014,2012,Female,70 to 79,606
92135,2012,Female,70 to 79,0
92121,2012,Female,70 to 79,76
92126,2012,Female,70 to 79,1599
92003,2012,Female,70 to 79,202
91977,2012,Female,70 to 79,1571
92111,2012,Female,70 to 79,1445
91911,2012,Female,70 to 79,2410
91963,2012,Female,70 to 79,32
92070,2012,Female,70 to 79,47
91916,2012,Female,70 to 79,41
92115,2012,Female,70 to 79,1034
92127,2012,Female,70 to 79,717
92083,2012,Female,70 to 79,659
92145,2012,Female,70 to 79,0
92064,2012,Female,70 to 79,1351
91915,2012,Female,70 to 79,321
92106,2012,Female,70 to 79,614
92065,2012,Female,70 to 79,881
92114,2012,Female,70 to 79,1861
92117,2012,Female,70 to 79,1763
92009,2012,Female,70 to 79,984
92155,2012,Female,70 to 79,0
92173,2012,Female,70 to 79,690
92056,2012,Female,70 to 79,1845
92037,2012,Female,70 to 79,1807
92104,2012,Female,70 to 79,742
92066,2012,Female,70 to 79,16
92024,2012,Female,70 to 79,1438
92019,2012,Female,70 to 79,1162
91917,2012,Female,70 to 79,26
91978,2012,Female,70 to 79,192
92105,2012,Female,70 to 79,1191
92118,2012,Female,70 to 79,698
91950,2012,Female,70 to 79,1562
92259,2012,Female,70 to 79,0
92110,2012,Female,70 to 79,711
92536,2012,Female,70 to 79,18
92020,2012,Female,70 to 79,1757
91931,2012,Female,70 to 79,11
91901,2012,Female,70 to 79,542
91932,2012,Female,70 to 79,582
92124,2012,Female,70 to 79,595
92154,2012,Female,70 to 79,2011
92008,2012,Female,70 to 79,804
91980,2012,Female,70 to 79,5
92060,2012,Female,70 to 79,26
92071,2012,Female,70 to 79,1479
92113,2012,Female,70 to 79,805
92036,2012,Female,70 to 79,201
92027,2012,Female,70 to 79,1276
92182,2012,Female,70 to 79,0
92025,2012,Female,70 to 79,1004
92130,2012,Female,70 to 79,768
92086,2012,Female,70 to 79,58
92129,2012,Female,70 to 79,953
91948,2012,Female,70 to 79,15
92091,2012,Female,70 to 79,63
92672,2012,Female,70 to 79,6
92081,2012,Female,70 to 79,788
92026,2012,Female,70 to 79,1535
92102,2012,Female,70 to 79,767
92021,2012,Female,70 to 79,1782
92161,2012,Female,70 to 79,0
92004,2012,Female,70 to 79,287
92029,2012,Female,70 to 79,703
92028,2012,Female,70 to 79,1692
91906,2012,Female,70 to 79,97
92058,2012,Female,70 to 79,657
91942,2012,Female,70 to 79,1103
92054,2012,Female,70 to 79,906
92136,2012,Female,70 to 79,0
91935,2012,Female,70 to 79,240
91910,2012,Female,70 to 79,2241
92108,2012,Female,70 to 79,371
91905,2012,Female,70 to 79,52
92093,2012,Female,70 to 79,13
92122,2012,Female,70 to 79,1250
92101,2012,Female,70 to 79,893
92103,2012,Female,70 to 79,929
92059,2012,Female,70 to 79,32
92054,2012,Female,80+,717
92135,2012,Female,80+,0
