ZIP,YEAR,SEX,Group - 10 Year,POPULATION
91945,2011,Female,20 to 29,1896
91962,2011,Female,20 to 29,70
92101,2011,Female,20 to 29,4283
91915,2011,Female,20 to 29,1557
92182,2011,Female,20 to 29,148
92139,2011,Female,20 to 29,2892
92126,2011,Female,20 to 29,5840
92123,2011,Female,20 to 29,2756
91935,2011,Female,20 to 29,442
92011,2011,Female,20 to 29,934
92155,2011,Female,20 to 29,23
92259,2011,Female,20 to 29,0
92102,2011,Female,20 to 29,3922
92115,2011,Female,20 to 29,7229
92024,2011,Female,20 to 29,2778
91906,2011,Female,20 to 29,194
92029,2011,Female,20 to 29,1247
92120,2011,Female,20 to 29,1665
92103,2011,Female,20 to 29,3072
92084,2011,Female,20 to 29,3625
92140,2011,Female,20 to 29,33
91978,2011,Female,20 to 29,584
91963,2011,Female,20 to 29,63
92672,2011,Female,20 to 29,644
92086,2011,Female,20 to 29,88
92026,2011,Female,20 to 29,3781
92056,2011,Female,20 to 29,3962
92122,2011,Female,20 to 29,7218
91950,2011,Female,20 to 29,4246
92136,2011,Female,20 to 29,1292
92069,2011,Female,20 to 29,3407
92093,2011,Female,20 to 29,1472
92019,2011,Female,20 to 29,2942
92028,2011,Female,20 to 29,3150
92107,2011,Female,20 to 29,2939
92058,2011,Female,20 to 29,1988
92070,2011,Female,20 to 29,26
92091,2011,Female,20 to 29,53
91902,2011,Female,20 to 29,1059
92060,2011,Female,20 to 29,48
92106,2011,Female,20 to 29,2066
91934,2011,Female,20 to 29,66
92161,2011,Female,20 to 29,0
92071,2011,Female,20 to 29,3868
92154,2011,Female,20 to 29,5668
92061,2011,Female,20 to 29,162
92117,2011,Female,20 to 29,4084
92075,2011,Female,20 to 29,656
92105,2011,Female,20 to 29,5799
92119,2011,Female,20 to 29,1453
91942,2011,Female,20 to 29,3644
91913,2011,Female,20 to 29,2825
92104,2011,Female,20 to 29,4486
92108,2011,Female,20 to 29,3089
92114,2011,Female,20 to 29,4753
91911,2011,Female,20 to 29,6174
92078,2011,Female,20 to 29,2714
92128,2011,Female,20 to 29,2536
92065,2011,Female,20 to 29,2149
92536,2011,Female,20 to 29,28
91910,2011,Female,20 to 29,5713
92129,2011,Female,20 to 29,2792
92145,2011,Female,20 to 29,31
92130,2011,Female,20 to 29,1935
92131,2011,Female,20 to 29,1502
91977,2011,Female,20 to 29,4358
91941,2011,Female,20 to 29,2481
91932,2011,Female,20 to 29,2397
92007,2011,Female,20 to 29,683
92110,2011,Female,20 to 29,2806
92055,2011,Female,20 to 29,3747
92008,2011,Female,20 to 29,2143
92113,2011,Female,20 to 29,4165
92010,2011,Female,20 to 29,808
92082,2011,Female,20 to 29,964
92054,2011,Female,20 to 29,3300
92066,2011,Female,20 to 29,10
92036,2011,Female,20 to 29,170
92134,2011,Female,20 to 29,24
92014,2011,Female,20 to 29,538
92025,2011,Female,20 to 29,3570
92111,2011,Female,20 to 29,3942
92109,2011,Female,20 to 29,7708
92127,2011,Female,20 to 29,1968
92124,2011,Female,20 to 29,2570
91905,2011,Female,20 to 29,82
91931,2011,Female,20 to 29,18
92135,2011,Female,20 to 29,680
92121,2011,Female,20 to 29,596
91916,2011,Female,20 to 29,94
92059,2011,Female,20 to 29,111
92173,2011,Female,20 to 29,2325
92004,2011,Female,20 to 29,263
91980,2011,Female,20 to 29,14
92118,2011,Female,20 to 29,975
92021,2011,Female,20 to 29,4896
92083,2011,Female,20 to 29,3159
92027,2011,Female,20 to 29,4006
91914,2011,Female,20 to 29,846
92116,2011,Female,20 to 29,3204
91948,2011,Female,20 to 29,13
91901,2011,Female,20 to 29,860
92037,2011,Female,20 to 29,3237
92020,2011,Female,20 to 29,4697
92064,2011,Female,20 to 29,2500
92040,2011,Female,20 to 29,2901
92003,2011,Female,20 to 29,228
92096,2011,Female,20 to 29,43
92081,2011,Female,20 to 29,2391
91917,2011,Female,20 to 29,41
92067,2011,Female,20 to 29,268
92057,2011,Female,20 to 29,4032
91905,2011,Female,30 to 39,106
92109,2011,Female,30 to 39,3992
92259,2011,Female,30 to 39,0
92059,2011,Female,30 to 39,102
92029,2011,Female,30 to 39,1043
91978,2011,Female,30 to 39,487
92145,2011,Female,30 to 39,3
92037,2011,Female,30 to 39,2527
92009,2011,Female,30 to 39,2861
92128,2011,Female,30 to 39,3465
92054,2011,Female,30 to 39,2736
92065,2011,Female,30 to 39,1964
92113,2011,Female,30 to 39,3644
92129,2011,Female,30 to 39,3439
92066,2011,Female,30 to 39,14
92120,2011,Female,30 to 39,1592
92126,2011,Female,30 to 39,5379
91911,2011,Female,30 to 39,5663
92024,2011,Female,30 to 39,3595
92070,2011,Female,30 to 39,25
92083,2011,Female,30 to 39,2543
92027,2011,Female,30 to 39,3485
92672,2011,Female,30 to 39,306
91962,2011,Female,30 to 39,76
91942,2011,Female,30 to 39,2745
92111,2011,Female,30 to 39,3541
92078,2011,Female,30 to 39,3110
92081,2011,Female,30 to 39,1789
92040,2011,Female,30 to 39,2367
92064,2011,Female,30 to 39,2411
91932,2011,Female,30 to 39,1828
92154,2011,Female,30 to 39,4935
92124,2011,Female,30 to 39,2594
91934,2011,Female,30 to 39,48
92119,2011,Female,30 to 39,1302
92134,2011,Female,30 to 39,5
91902,2011,Female,30 to 39,1020
92061,2011,Female,30 to 39,144
92155,2011,Female,30 to 39,8
91980,2011,Female,30 to 39,11
92114,2011,Female,30 to 39,3919
92020,2011,Female,30 to 39,3749
92003,2011,Female,30 to 39,211
92117,2011,Female,30 to 39,3528
91941,2011,Female,30 to 39,2005
92055,2011,Female,30 to 39,1453
92116,2011,Female,30 to 39,3398
92084,2011,Female,30 to 39,2986
92108,2011,Female,30 to 39,1868
92127,2011,Female,30 to 39,3512
92067,2011,Female,30 to 39,355
92026,2011,Female,30 to 39,3306
92105,2011,Female,30 to 39,5308
92086,2011,Female,30 to 39,80
91935,2011,Female,30 to 39,409
92173,2011,Female,30 to 39,1925
92110,2011,Female,30 to 39,1902
92007,2011,Female,30 to 39,896
92010,2011,Female,30 to 39,1018
92069,2011,Female,30 to 39,3194
92123,2011,Female,30 to 39,2249
91910,2011,Female,30 to 39,5126
92004,2011,Female,30 to 39,155
92130,2011,Female,30 to 39,3977
91945,2011,Female,30 to 39,1715
92182,2011,Female,30 to 39,4
91950,2011,Female,30 to 39,3665
92536,2011,Female,30 to 39,17
92121,2011,Female,30 to 39,346
92140,2011,Female,30 to 39,2
92106,2011,Female,30 to 39,1244
92136,2011,Female,30 to 39,168
92057,2011,Female,30 to 39,3518
92103,2011,Female,30 to 39,3239
91901,2011,Female,30 to 39,892
91931,2011,Female,30 to 39,21
91948,2011,Female,30 to 39,20
92082,2011,Female,30 to 39,875
92102,2011,Female,30 to 39,3589
92161,2011,Female,30 to 39,0
92096,2011,Female,30 to 39,0
92118,2011,Female,30 to 39,932
92019,2011,Female,30 to 39,2447
92056,2011,Female,30 to 39,2987
92101,2011,Female,30 to 39,3356
92058,2011,Female,30 to 39,1608
92093,2011,Female,30 to 39,38
92139,2011,Female,30 to 39,2258
91917,2011,Female,30 to 39,29
92135,2011,Female,30 to 39,103
91916,2011,Female,30 to 39,80
92025,2011,Female,30 to 39,3374
92071,2011,Female,30 to 39,3694
92036,2011,Female,30 to 39,163
92075,2011,Female,30 to 39,867
91915,2011,Female,30 to 39,2418
92060,2011,Female,30 to 39,38
91906,2011,Female,30 to 39,169
92091,2011,Female,30 to 39,100
92104,2011,Female,30 to 39,4830
92014,2011,Female,30 to 39,709
91963,2011,Female,30 to 39,43
92131,2011,Female,30 to 39,2482
91914,2011,Female,30 to 39,1209
91913,2011,Female,30 to 39,3594
92011,2011,Female,30 to 39,1419
92028,2011,Female,30 to 39,2385
92021,2011,Female,30 to 39,4123
91977,2011,Female,30 to 39,3879
92008,2011,Female,30 to 39,1810
92115,2011,Female,30 to 39,3893
92107,2011,Female,30 to 39,2567
92122,2011,Female,30 to 39,3578
92123,2011,Female,40 to 49,1616
91945,2011,Female,40 to 49,1709
91916,2011,Female,40 to 49,127
92114,2011,Female,40 to 49,4245
92003,2011,Female,40 to 49,321
92109,2011,Female,40 to 49,2057
92082,2011,Female,40 to 49,1266
92173,2011,Female,40 to 49,2098
92118,2011,Female,40 to 49,1297
92128,2011,Female,40 to 49,3705
92182,2011,Female,40 to 49,5
91931,2011,Female,40 to 49,26
92061,2011,Female,40 to 49,198
92025,2011,Female,40 to 49,3209
92111,2011,Female,40 to 49,3101
91948,2011,Female,40 to 49,34
92027,2011,Female,40 to 49,3684
91941,2011,Female,40 to 49,2336
91913,2011,Female,40 to 49,3395
91980,2011,Female,40 to 49,10
92126,2011,Female,40 to 49,4809
92110,2011,Female,40 to 49,1410
92140,2011,Female,40 to 49,0
91942,2011,Female,40 to 49,2565
92113,2011,Female,40 to 49,3248
92161,2011,Female,40 to 49,0
92116,2011,Female,40 to 49,2312
92070,2011,Female,40 to 49,44
92106,2011,Female,40 to 49,1244
92672,2011,Female,40 to 49,71
92145,2011,Female,40 to 49,0
91906,2011,Female,40 to 49,234
92078,2011,Female,40 to 49,2942
92120,2011,Female,40 to 49,1924
91963,2011,Female,40 to 49,60
92124,2011,Female,40 to 49,1762
92103,2011,Female,40 to 49,1842
92029,2011,Female,40 to 49,1255
92004,2011,Female,40 to 49,220
92127,2011,Female,40 to 49,3621
92121,2011,Female,40 to 49,278
91935,2011,Female,40 to 49,755
92066,2011,Female,40 to 49,24
92026,2011,Female,40 to 49,3684
92131,2011,Female,40 to 49,3312
92069,2011,Female,40 to 49,3403
92102,2011,Female,40 to 49,2667
92040,2011,Female,40 to 49,3111
92154,2011,Female,40 to 49,5289
92130,2011,Female,40 to 49,5605
92020,2011,Female,40 to 49,3950
92105,2011,Female,40 to 49,4613
92037,2011,Female,40 to 49,2475
92054,2011,Female,40 to 49,2481
92007,2011,Female,40 to 49,782
92108,2011,Female,40 to 49,956
92136,2011,Female,40 to 49,17
92101,2011,Female,40 to 49,1703
91934,2011,Female,40 to 49,57
91914,2011,Female,40 to 49,1394
92259,2011,Female,40 to 49,0
92093,2011,Female,40 to 49,12
92083,2011,Female,40 to 49,2432
92021,2011,Female,40 to 49,4594
92096,2011,Female,40 to 49,0
92059,2011,Female,40 to 49,125
92086,2011,Female,40 to 49,75
92010,2011,Female,40 to 49,1239
92117,2011,Female,40 to 49,3505
92122,2011,Female,40 to 49,2141
92036,2011,Female,40 to 49,216
92084,2011,Female,40 to 49,3202
92014,2011,Female,40 to 49,984
92065,2011,Female,40 to 49,2809
92064,2011,Female,40 to 49,4013
92135,2011,Female,40 to 49,28
91978,2011,Female,40 to 49,586
92028,2011,Female,40 to 49,3003
92115,2011,Female,40 to 49,3316
91915,2011,Female,40 to 49,2266
92134,2011,Female,40 to 49,0
92129,2011,Female,40 to 49,4609
92008,2011,Female,40 to 49,1888
92057,2011,Female,40 to 49,3857
92091,2011,Female,40 to 49,171
92075,2011,Female,40 to 49,939
92071,2011,Female,40 to 49,4371
91910,2011,Female,40 to 49,5633
91902,2011,Female,40 to 49,1222
91917,2011,Female,40 to 49,64
92155,2011,Female,40 to 49,2
92536,2011,Female,40 to 49,23
92067,2011,Female,40 to 49,743
92056,2011,Female,40 to 49,3457
91977,2011,Female,40 to 49,4307
92024,2011,Female,40 to 49,4076
92081,2011,Female,40 to 49,1876
91911,2011,Female,40 to 49,5978
91932,2011,Female,40 to 49,1686
91950,2011,Female,40 to 49,3689
91962,2011,Female,40 to 49,106
92009,2011,Female,40 to 49,3905
92119,2011,Female,40 to 49,1672
92104,2011,Female,40 to 49,3060
92060,2011,Female,40 to 49,45
91901,2011,Female,40 to 49,1362
91905,2011,Female,40 to 49,120
92107,2011,Female,40 to 49,1657
92019,2011,Female,40 to 49,3222
92055,2011,Female,40 to 49,367
92139,2011,Female,40 to 49,2368
92011,2011,Female,40 to 49,2050
92058,2011,Female,40 to 49,1498
92122,2011,Female,50 to 59,2087
92259,2011,Female,50 to 59,0
92126,2011,Female,50 to 59,4645
92120,2011,Female,50 to 59,1904
92009,2011,Female,50 to 59,3236
92029,2011,Female,50 to 59,1622
91934,2011,Female,50 to 59,78
92116,2011,Female,50 to 59,2065
91915,2011,Female,50 to 59,1265
92127,2011,Female,50 to 59,2565
91962,2011,Female,50 to 59,157
91910,2011,Female,50 to 59,5158
91932,2011,Female,50 to 59,1713
92536,2011,Female,50 to 59,30
92102,2011,Female,50 to 59,2104
91948,2011,Female,50 to 59,55
91945,2011,Female,50 to 59,1802
92111,2011,Female,50 to 59,2907
92036,2011,Female,50 to 59,391
91977,2011,Female,50 to 59,3972
91905,2011,Female,50 to 59,142
92010,2011,Female,50 to 59,1135
92107,2011,Female,50 to 59,1719
92110,2011,Female,50 to 59,1339
92004,2011,Female,50 to 59,335
92014,2011,Female,50 to 59,1236
91978,2011,Female,50 to 59,655
91963,2011,Female,50 to 59,63
92134,2011,Female,50 to 59,0
92086,2011,Female,50 to 59,112
92008,2011,Female,50 to 59,1993
91917,2011,Female,50 to 59,81
92003,2011,Female,50 to 59,318
92129,2011,Female,50 to 59,4288
91914,2011,Female,50 to 59,1023
91941,2011,Female,50 to 59,2590
92066,2011,Female,50 to 59,32
92019,2011,Female,50 to 59,3586
92135,2011,Female,50 to 59,12
92113,2011,Female,50 to 59,2474
92007,2011,Female,50 to 59,859
92070,2011,Female,50 to 59,81
92115,2011,Female,50 to 59,2976
92055,2011,Female,50 to 59,85
91942,2011,Female,50 to 59,2621
92084,2011,Female,50 to 59,3074
92026,2011,Female,50 to 59,3481
92025,2011,Female,50 to 59,2828
92123,2011,Female,50 to 59,1492
92083,2011,Female,50 to 59,2047
92067,2011,Female,50 to 59,917
92114,2011,Female,50 to 59,4523
92128,2011,Female,50 to 59,3366
92119,2011,Female,50 to 59,1734
92104,2011,Female,50 to 59,2546
92096,2011,Female,50 to 59,0
92136,2011,Female,50 to 59,3
92054,2011,Female,50 to 59,2503
92145,2011,Female,50 to 59,1
92061,2011,Female,50 to 59,200
92021,2011,Female,50 to 59,4734
92078,2011,Female,50 to 59,2315
92130,2011,Female,50 to 59,3776
92027,2011,Female,50 to 59,3461
92121,2011,Female,50 to 59,236
92118,2011,Female,50 to 59,1301
92161,2011,Female,50 to 59,0
92108,2011,Female,50 to 59,916
91931,2011,Female,50 to 59,31
92139,2011,Female,50 to 59,2311
92103,2011,Female,50 to 59,1731
91911,2011,Female,50 to 59,5115
92069,2011,Female,50 to 59,2633
92037,2011,Female,50 to 59,2684
92105,2011,Female,50 to 59,3467
92011,2011,Female,50 to 59,1756
92182,2011,Female,50 to 59,4
91913,2011,Female,50 to 59,2267
91950,2011,Female,50 to 59,3395
92091,2011,Female,50 to 59,172
92124,2011,Female,50 to 59,1643
92082,2011,Female,50 to 59,1442
91916,2011,Female,50 to 59,217
92071,2011,Female,50 to 59,4100
92040,2011,Female,50 to 59,3189
92173,2011,Female,50 to 59,1805
91935,2011,Female,50 to 59,805
92155,2011,Female,50 to 59,1
92058,2011,Female,50 to 59,1432
92154,2011,Female,50 to 59,4674
92028,2011,Female,50 to 59,3507
92109,2011,Female,50 to 59,1802
92024,2011,Female,50 to 59,4448
92020,2011,Female,50 to 59,3925
92101,2011,Female,50 to 59,1767
91906,2011,Female,50 to 59,281
92057,2011,Female,50 to 59,3555
92140,2011,Female,50 to 59,0
92059,2011,Female,50 to 59,97
91902,2011,Female,50 to 59,1344
92065,2011,Female,50 to 59,3037
92056,2011,Female,50 to 59,3595
92093,2011,Female,50 to 59,21
92075,2011,Female,50 to 59,881
92081,2011,Female,50 to 59,1936
92064,2011,Female,50 to 59,4286
92117,2011,Female,50 to 59,3571
92672,2011,Female,50 to 59,20
91901,2011,Female,50 to 59,1479
92060,2011,Female,50 to 59,69
92106,2011,Female,50 to 59,1389
91980,2011,Female,50 to 59,14
92131,2011,Female,50 to 59,2805
92161,2011,Female,60 to 69,0
92081,2011,Female,60 to 69,1175
92009,2011,Female,60 to 69,2038
92003,2011,Female,60 to 69,277
92091,2011,Female,60 to 69,105
92155,2011,Female,60 to 69,1
92024,2011,Female,60 to 69,2872
92064,2011,Female,60 to 69,2491
92057,2011,Female,60 to 69,2288
92086,2011,Female,60 to 69,107
92061,2011,Female,60 to 69,142
92672,2011,Female,60 to 69,12
92259,2011,Female,60 to 69,0
92136,2011,Female,60 to 69,0
91948,2011,Female,60 to 69,33
92121,2011,Female,60 to 69,138
91977,2011,Female,60 to 69,2590
92105,2011,Female,60 to 69,2052
91911,2011,Female,60 to 69,3298
92082,2011,Female,60 to 69,1040
92130,2011,Female,60 to 69,1680
92106,2011,Female,60 to 69,1090
92103,2011,Female,60 to 69,1644
92182,2011,Female,60 to 69,1
92124,2011,Female,60 to 69,1443
92037,2011,Female,60 to 69,2497
92078,2011,Female,60 to 69,2041
92139,2011,Female,60 to 69,1549
92135,2011,Female,60 to 69,1
92128,2011,Female,60 to 69,2843
92004,2011,Female,60 to 69,380
91902,2011,Female,60 to 69,1025
92083,2011,Female,60 to 69,1046
91962,2011,Female,60 to 69,118
92117,2011,Female,60 to 69,2249
92021,2011,Female,60 to 69,3119
92111,2011,Female,60 to 69,2062
92120,2011,Female,60 to 69,1520
92060,2011,Female,60 to 69,63
92028,2011,Female,60 to 69,2773
91910,2011,Female,60 to 69,3432
91950,2011,Female,60 to 69,2160
91931,2011,Female,60 to 69,36
92065,2011,Female,60 to 69,1770
91963,2011,Female,60 to 69,55
92058,2011,Female,60 to 69,945
92116,2011,Female,60 to 69,1369
92101,2011,Female,60 to 69,1391
91901,2011,Female,60 to 69,1012
92107,2011,Female,60 to 69,1166
92071,2011,Female,60 to 69,2708
91934,2011,Female,60 to 69,70
92154,2011,Female,60 to 69,3053
92010,2011,Female,60 to 69,731
92129,2011,Female,60 to 69,2273
92122,2011,Female,60 to 69,1710
91942,2011,Female,60 to 69,1685
91906,2011,Female,60 to 69,200
92066,2011,Female,60 to 69,34
92096,2011,Female,60 to 69,0
91932,2011,Female,60 to 69,898
91917,2011,Female,60 to 69,47
92115,2011,Female,60 to 69,1938
92011,2011,Female,60 to 69,1385
92110,2011,Female,60 to 69,1138
92131,2011,Female,60 to 69,1625
91913,2011,Female,60 to 69,1263
92173,2011,Female,60 to 69,1011
92007,2011,Female,60 to 69,572
92025,2011,Female,60 to 69,1719
92020,2011,Female,60 to 69,2579
91978,2011,Female,60 to 69,414
92040,2011,Female,60 to 69,2012
92075,2011,Female,60 to 69,816
91914,2011,Female,60 to 69,595
92069,2011,Female,60 to 69,1678
92113,2011,Female,60 to 69,1301
91945,2011,Female,60 to 69,1110
92029,2011,Female,60 to 69,1194
92109,2011,Female,60 to 69,1551
92108,2011,Female,60 to 69,578
92536,2011,Female,60 to 69,32
92118,2011,Female,60 to 69,1089
92059,2011,Female,60 to 69,72
92026,2011,Female,60 to 69,2448
92140,2011,Female,60 to 69,0
91980,2011,Female,60 to 69,10
91916,2011,Female,60 to 69,130
92027,2011,Female,60 to 69,2034
91915,2011,Female,60 to 69,685
91905,2011,Female,60 to 69,105
92070,2011,Female,60 to 69,72
92119,2011,Female,60 to 69,1379
92102,2011,Female,60 to 69,1247
92019,2011,Female,60 to 69,2245
92084,2011,Female,60 to 69,1818
92145,2011,Female,60 to 69,0
92055,2011,Female,60 to 69,48
91941,2011,Female,60 to 69,1776
92054,2011,Female,60 to 69,1558
92067,2011,Female,60 to 69,670
92104,2011,Female,60 to 69,1636
91935,2011,Female,60 to 69,566
92014,2011,Female,60 to 69,1194
92123,2011,Female,60 to 69,909
92056,2011,Female,60 to 69,2726
92036,2011,Female,60 to 69,342
92114,2011,Female,60 to 69,2911
92093,2011,Female,60 to 69,16
92008,2011,Female,60 to 69,1373
92134,2011,Female,60 to 69,0
92126,2011,Female,60 to 69,3175
92127,2011,Female,60 to 69,1409
92113,2011,Female,70 to 79,805
91917,2011,Female,70 to 79,23
92124,2011,Female,70 to 79,532
91913,2011,Female,70 to 79,719
92106,2011,Female,70 to 79,637
92101,2011,Female,70 to 79,870
92126,2011,Female,70 to 79,1579
92259,2011,Female,70 to 79,0
92004,2011,Female,70 to 79,292
91905,2011,Female,70 to 79,51
92136,2011,Female,70 to 79,0
92120,2011,Female,70 to 79,1227
92026,2011,Female,70 to 79,1483
92161,2011,Female,70 to 79,0
92110,2011,Female,70 to 79,725
92070,2011,Female,70 to 79,44
92060,2011,Female,70 to 79,23
92003,2011,Female,70 to 79,197
92140,2011,Female,70 to 79,0
92007,2011,Female,70 to 79,246
91980,2011,Female,70 to 79,4
92131,2011,Female,70 to 79,544
92129,2011,Female,70 to 79,899
92008,2011,Female,70 to 79,814
92027,2011,Female,70 to 79,1242
92173,2011,Female,70 to 79,705
92019,2011,Female,70 to 79,1109
92069,2011,Female,70 to 79,924
91932,2011,Female,70 to 79,565
92103,2011,Female,70 to 79,901
92182,2011,Female,70 to 79,0
92057,2011,Female,70 to 79,1648
92118,2011,Female,70 to 79,719
92078,2011,Female,70 to 79,1459
92075,2011,Female,70 to 79,445
91945,2011,Female,70 to 79,641
92056,2011,Female,70 to 79,1848
92055,2011,Female,70 to 79,33
92117,2011,Female,70 to 79,1781
91963,2011,Female,70 to 79,28
92010,2011,Female,70 to 79,365
92024,2011,Female,70 to 79,1406
92119,2011,Female,70 to 79,1195
92081,2011,Female,70 to 79,771
92061,2011,Female,70 to 79,68
92139,2011,Female,70 to 79,908
92091,2011,Female,70 to 79,54
92064,2011,Female,70 to 79,1280
92067,2011,Female,70 to 79,311
92082,2011,Female,70 to 79,538
92065,2011,Female,70 to 79,810
91978,2011,Female,70 to 79,185
92155,2011,Female,70 to 79,0
92014,2011,Female,70 to 79,586
91931,2011,Female,70 to 79,11
92107,2011,Female,70 to 79,520
92104,2011,Female,70 to 79,710
92135,2011,Female,70 to 79,0
92114,2011,Female,70 to 79,1855
92111,2011,Female,70 to 79,1458
92122,2011,Female,70 to 79,1217
92127,2011,Female,70 to 79,636
92672,2011,Female,70 to 79,4
92105,2011,Female,70 to 79,1144
91910,2011,Female,70 to 79,2234
91914,2011,Female,70 to 79,289
92011,2011,Female,70 to 79,780
92021,2011,Female,70 to 79,1699
92115,2011,Female,70 to 79,1035
92154,2011,Female,70 to 79,1990
91962,2011,Female,70 to 79,49
92536,2011,Female,70 to 79,15
91977,2011,Female,70 to 79,1509
92128,2011,Female,70 to 79,1955
92036,2011,Female,70 to 79,180
92040,2011,Female,70 to 79,1132
92071,2011,Female,70 to 79,1420
92025,2011,Female,70 to 79,955
92009,2011,Female,70 to 79,903
92059,2011,Female,70 to 79,31
92020,2011,Female,70 to 79,1719
91901,2011,Female,70 to 79,504
92037,2011,Female,70 to 79,1808
92123,2011,Female,70 to 79,665
92084,2011,Female,70 to 79,1196
92029,2011,Female,70 to 79,694
91916,2011,Female,70 to 79,38
91906,2011,Female,70 to 79,93
92083,2011,Female,70 to 79,624
92134,2011,Female,70 to 79,0
91934,2011,Female,70 to 79,30
91948,2011,Female,70 to 79,15
92086,2011,Female,70 to 79,53
92145,2011,Female,70 to 79,0
91902,2011,Female,70 to 79,598
92121,2011,Female,70 to 79,77
92066,2011,Female,70 to 79,18
91935,2011,Female,70 to 79,239
91941,2011,Female,70 to 79,1118
92130,2011,Female,70 to 79,687
92054,2011,Female,70 to 79,892
92058,2011,Female,70 to 79,643
91950,2011,Female,70 to 79,1621
91915,2011,Female,70 to 79,320
91942,2011,Female,70 to 79,1095
91911,2011,Female,70 to 79,2472
92093,2011,Female,70 to 79,13
92102,2011,Female,70 to 79,733
92116,2011,Female,70 to 79,558
92028,2011,Female,70 to 79,1616
92109,2011,Female,70 to 79,899
92096,2011,Female,70 to 79,0
92108,2011,Female,70 to 79,369
92109,2011,Female,80+,1041
92056,2011,Female,80+,1978
92129,2011,Female,80+,526
